名称，板块，均价
名称，板块，均价
大新华府 3室1厅88m²整租,大新华府浦口-顶山街道,1200元/月
和燕路小区 和燕路 迈皋桥地铁 大3房 十字街 玄武湖 南京站,大新华府浦口-顶山街道,3300元/月
中和桥12号 2室1厅60m²整租,大新华府浦口-顶山街道,3800元/月
红旗新村 2室1厅57.86m²整租,大新华府浦口-顶山街道,3600元/月
碧树园南片 4室2厅112m²整租,大新华府浦口-顶山街道,6800元/月
九华山小区 2室1厅54m²合租,大新华府浦口-顶山街道,4800元/月
梅花山庄 4室1厅98m²整租,大新华府浦口-顶山街道,7100元/月
鸡鸣山庄 2室0厅54.21m²整租,大新华府浦口-顶山街道,3000元/月
定淮门小区 2室1厅66.47m²整租,大新华府浦口-顶山街道,3200元/月
瑞金新村 2室0厅45m²整租,大新华府浦口-顶山街道,2850元/月
广州路小区 2室1厅1厨1卫 78.17m² 整租,大新华府浦口-顶山街道,8200元/月
富康新村 3室1厅77.64m²整租,大新华府浦口-顶山街道,3500元/月
木马公寓 1室1厅28m²整租,大新华府浦口-顶山街道,3200元/月
莫愁花园牡丹里 3室2厅89.32m²整租,大新华府浦口-顶山街道,4200元/月
清江花苑 2室2厅108m²整租,大新华府浦口-顶山街道,4500元/月
新巷2-20号 2室1厅62m²整租,大新华府浦口-顶山街道,4400元/月
赞成领尚 1室1厅42m²整租,大新华府浦口-顶山街道,2600元/月
华富大厦 3室1厅126.82m²整租,大新华府浦口-顶山街道,4200元/月
蓁巷小区 2室1厅55m²整租,大新华府浦口-顶山街道,4100元/月
瑞鸿名邸 3室2厅130.66m²整租,大新华府浦口-顶山街道,5500元/月
皇册家园 3室2厅127.25m²整租,大新华府浦口-顶山街道,9000元/月
西方巷 2室1厅48.75m²整租,大新华府浦口-顶山街道,3800元/月
大石桥小区 2室1厅79m²整租,大新华府浦口-顶山街道,8000元/月
中环国际广场 1室1厅66.15m²整租,大新华府浦口-顶山街道,3600元/月
尚书村小区 2室0厅47m²整租,大新华府浦口-顶山街道,3800元/月
远洋国际中心 1室0厅65m²整租,大新华府浦口-顶山街道,6000元/月
云河湾七号公馆 2室0厅80m²整租,大新华府浦口-顶山街道,3600元/月
北门桥路高层住宅小区 3室1厅79.58m²整租,大新华府浦口-顶山街道,4800元/月
金狮公寓 3室1厅135m²整租,大新华府浦口-顶山街道,7000元/月
宁海路小区 4室1厅104m²整租,大新华府浦口-顶山街道,6300元/月
苏宁雅瑰园 2室1厅90m²整租,苏宁雅瑰园鼓楼-龙江,4300元/月
珠江路小区 2室0厅36m²整租,苏宁雅瑰园鼓楼-龙江,4000元/月
华新巷小区 2室1厅51.59m²整租,苏宁雅瑰园鼓楼-龙江,3700元/月
陶李王巷小区 3室1厅70m²整租,苏宁雅瑰园鼓楼-龙江,5000元/月
凤凰新村 3室1厅64m²整租,苏宁雅瑰园鼓楼-龙江,3800元/月
虎踞关小区 2室1厅61.34m²整租,苏宁雅瑰园鼓楼-龙江,4600元/月
雨润星雨华府 3室2厅144m²整租,苏宁雅瑰园鼓楼-龙江,9500元/月
汉北街8号小区 2室1厅58.69m²整租,苏宁雅瑰园鼓楼-龙江,4000元/月
新河二村 3室1厅64m²整租,苏宁雅瑰园鼓楼-龙江,3600元/月
太平洋大厦 1室0厅30m²合租,苏宁雅瑰园鼓楼-龙江,2100元/月
象山新寓 象山新寓 3室2厅 五塘广场 地铁 南北通透,苏宁雅瑰园鼓楼-龙江,3300元/月
黄家圩 干净整洁，家电设施齐全，拎包入住,苏宁雅瑰园鼓楼-龙江,3300元/月
积贤雅苑 1室1厅62m²整租,苏宁雅瑰园鼓楼-龙江,4300元/月
常府风华苑 1室1厅75m²整租,苏宁雅瑰园鼓楼-龙江,4000元/月
大四福巷小区 2室1厅47m²整租,苏宁雅瑰园鼓楼-龙江,3000元/月
虎踞北路小区 3室0厅62.2m²整租,苏宁雅瑰园鼓楼-龙江,3000元/月
滨江瑞景家园 3室2厅101.87m²整租,苏宁雅瑰园鼓楼-龙江,5500元/月
金陵世家 4室2厅225m²整租,苏宁雅瑰园鼓楼-龙江,24500元/月
名城世纪园 1室1厅43m²整租,苏宁雅瑰园鼓楼-龙江,3000元/月
百合果园 百合果园 龙江 定淮门 地铁 电梯 复式跃层,苏宁雅瑰园鼓楼-龙江,8334元/月
京隆国际公寓 1室1厅45m²整租,苏宁雅瑰园鼓楼-龙江,3500元/月
黄埔花园 2室2厅102.74m²整租,苏宁雅瑰园鼓楼-龙江,5000元/月
锦绣花园 2室2厅87.68m²整租,苏宁雅瑰园鼓楼-龙江,1900元/月
紫金上河苑 2室2厅101m²整租,苏宁雅瑰园鼓楼-龙江,5900元/月
随园小区 1室1厅33m²整租,苏宁雅瑰园鼓楼-龙江,2800元/月
五塘村 2室1厅69.15m²整租,苏宁雅瑰园鼓楼-龙江,2500元/月
天玺国际广场 1室0厅48.68m²整租,苏宁雅瑰园鼓楼-龙江,3200元/月
长虹路三九五九巷 1室1厅43.5m²整租,苏宁雅瑰园鼓楼-龙江,3100元/月
五矿崇文金城 4室2厅141m²整租,苏宁雅瑰园鼓楼-龙江,6800元/月
建康大厦 2室1厅65.36m²整租,苏宁雅瑰园鼓楼-龙江,4000元/月
万达西地 3室1厅134m²整租,万达西地建邺-万达广场,7600元/月
德基紫金南苑 2室2厅84.94m²整租,万达西地建邺-万达广场,4800元/月
蓝光黑钻公馆 3室1厅160m²整租,万达西地建邺-万达广场,3600元/月
虹桥小区 山西路 中山北路 鼓楼 新模范马路 三牌楼 湖南路,万达西地建邺-万达广场,6000元/月
萨家湾小区 萨家湾 福建路 三牌楼大街 铁路北街 ,万达西地建邺-万达广场,2300元/月
三步两桥 1室0厅30m²整租,万达西地建邺-万达广场,2700元/月
虎踞关小区 2室1厅52m²整租,万达西地建邺-万达广场,3000元/月
模范新村 2室1厅50m²整租,万达西地建邺-万达广场,2400元/月
瑞园 4室2厅170.11m²整租,万达西地建邺-万达广场,8000元/月
西一新村 2室1厅60m²整租,万达西地建邺-万达广场,3200元/月
竹林新村 2室1厅54m²整租,万达西地建邺-万达广场,3100元/月
萨家湾49号小区 3室1厅102m²整租,万达西地建邺-万达广场,4800元/月
百子亭后小区 2室1厅54m²整租,万达西地建邺-万达广场,4000元/月
长乐路 2室2厅50m²整租,万达西地建邺-万达广场,3800元/月
中海凤凰熙岸玺荟 1室1厅57.22m²整租,万达西地建邺-万达广场,4500元/月
新河二村 3室1厅74.41m²整租,万达西地建邺-万达广场,3100元/月
银嘉公寓 2室1厅110m²整租,万达西地建邺-万达广场,5200元/月
裕德里小区 2室1厅52.18m²整租,万达西地建邺-万达广场,3300元/月
陵村小区 3室1厅128m²整租,万达西地建邺-万达广场,6000元/月
利星公寓 2室2厅77m²合租,万达西地建邺-万达广场,1500元/月
西城风尚 1室1厅59m²整租,万达西地建邺-万达广场,3600元/月
砂珠巷小区 2室1厅64m²整租,万达西地建邺-万达广场,3300元/月
长江花园(玄武) 3室2厅125m²整租,万达西地建邺-万达广场,8200元/月
白鹭花园凤栖苑 3室1厅69m²合租,万达西地建邺-万达广场,1500元/月
大新嘉苑 2室1厅76m²整租,万达西地建邺-万达广场,1700元/月
仲景公寓 3室2厅109.52m²整租,万达西地建邺-万达广场,4300元/月
中海国际社区一期 2室1厅81m²整租,万达西地建邺-万达广场,2700元/月
今日家园丹桂居 1室1厅45m²整租,万达西地建邺-万达广场,2800元/月
黄家圩 1室1厅46.9m²整租,万达西地建邺-万达广场,1600元/月
玉兰里 1室1厅45m²整租,万达西地建邺-万达广场,3400元/月
天山路45-75号小区 3室1厅49m²整租,天山路45-75号小区玄武-玄武门,4100元/月
镇江路10号院 3室2厅88.03m²整租,天山路45-75号小区玄武-玄武门,6200元/月
中南麒麟锦城 4室2厅85m²整租,天山路45-75号小区玄武-玄武门,2500元/月
中山北路小区 3室2厅80m²整租,天山路45-75号小区玄武-玄武门,3500元/月
银轮花园 3室1厅89m²整租,天山路45-75号小区玄武-玄武门,5500元/月
玉桥国际公寓 1室1厅50m²整租,天山路45-75号小区玄武-玄武门,3500元/月
明华新村 2室1厅55.58m²整租,天山路45-75号小区玄武-玄武门,4200元/月
华盛园小区 3室1厅95m²整租,天山路45-75号小区玄武-玄武门,3800元/月
和会街小区 1室1厅45m²整租,天山路45-75号小区玄武-玄武门,2200元/月
裕德里小区 2室1厅49.06m²整租,天山路45-75号小区玄武-玄武门,4200元/月
莫愁新寓荷花里 2室1厅59m²整租,天山路45-75号小区玄武-玄武门,3700元/月
刘公巷小区 2室1厅58m²整租,天山路45-75号小区玄武-玄武门,4500元/月
居安里小区 2室0厅30m²整租,天山路45-75号小区玄武-玄武门,3200元/月
百合果园 2室1厅96m²整租,天山路45-75号小区玄武-玄武门,5000元/月
珠江路小区 3室1厅85.69m²整租,天山路45-75号小区玄武-玄武门,5500元/月
建宁路小区 2室1厅60m²整租,天山路45-75号小区玄武-玄武门,3300元/月
御河新村 3室1厅81m²整租,天山路45-75号小区玄武-玄武门,4900元/月
天湖园 2室2厅46m²整租,天山路45-75号小区玄武-玄武门,4000元/月
辰龙雅苑 1室1厅42.03m²整租,天山路45-75号小区玄武-玄武门,3000元/月
中山北路200-2号小区 4室1厅113m²整租,天山路45-75号小区玄武-玄武门,5000元/月
西家大塘 3室1厅66.59m²整租,天山路45-75号小区玄武-玄武门,5700元/月
北祖师庵小区 3室1厅69.46m²整租,天山路45-75号小区玄武-玄武门,3000元/月
楼子巷一三一巷 2室1厅50m²整租,天山路45-75号小区玄武-玄武门,3500元/月
管家桥小区 3室0厅70.85m²整租,天山路45-75号小区玄武-玄武门,5200元/月
华保新寓 3室1厅54m²整租,天山路45-75号小区玄武-玄武门,3200元/月
汇文里 3室1厅75.9m²整租,天山路45-75号小区玄武-玄武门,4500元/月
水佐岗48巷小区 1室1厅32.8m²整租,天山路45-75号小区玄武-玄武门,2000元/月
上海路小区 1室1厅40.54m²整租,天山路45-75号小区玄武-玄武门,3300元/月
建康大厦 2室1厅53m²整租,天山路45-75号小区玄武-玄武门,3500元/月
文博苑 2室2厅128.86m²整租,天山路45-75号小区玄武-玄武门,2850元/月
名称，板块，均价
万裕龙庭水岸 4室2厅164m²整租,万裕龙庭水岸江宁-江宁大学城,1900元/月
芦席营70号 2室1厅55.12m²整租,万裕龙庭水岸江宁-江宁大学城,3800元/月
天山路小区 2室1厅90m²整租,万裕龙庭水岸江宁-江宁大学城,5700元/月
凤凰三村 2室0厅45m²整租,万裕龙庭水岸江宁-江宁大学城,3200元/月
宁夏路小区 2室1厅60m²整租,万裕龙庭水岸江宁-江宁大学城,2800元/月
明瓦廊 2室1厅20m²合租,万裕龙庭水岸江宁-江宁大学城,4320元/月
芦席营70号 2室1厅55m²整租,万裕龙庭水岸江宁-江宁大学城,3500元/月
清江西苑 3室2厅99.62m²整租,万裕龙庭水岸江宁-江宁大学城,5800元/月
三牌楼小区 2室1厅54.39m²整租,万裕龙庭水岸江宁-江宁大学城,2650元/月
钓鱼巷小区 1室1厅44m²整租,万裕龙庭水岸江宁-江宁大学城,3100元/月
虎踞路 1室1厅38.64m²整租,万裕龙庭水岸江宁-江宁大学城,3000元/月
南湾营福康苑 2室1厅60m²整租,万裕龙庭水岸江宁-江宁大学城,1900元/月
珠江路小区 1室1厅38.51m²整租,万裕龙庭水岸江宁-江宁大学城,3400元/月
方山熙园 3室2厅135m²整租,万裕龙庭水岸江宁-江宁大学城,3500元/月
高楼门 2室1厅61m²整租,万裕龙庭水岸江宁-江宁大学城,3800元/月
天和园 1室1厅50m²整租,万裕龙庭水岸江宁-江宁大学城,2700元/月
凤凰街小区 4室2厅160m²合租,万裕龙庭水岸江宁-江宁大学城,1150元/月
金马郦城西区 3室1厅85.5m²整租,万裕龙庭水岸江宁-江宁大学城,4700元/月
唱经楼安全文明小区 1室1厅48.4m²整租,万裕龙庭水岸江宁-江宁大学城,3500元/月
御道街小区 1室2厅41.9m²整租,万裕龙庭水岸江宁-江宁大学城,2850元/月
怡和佳苑 4室0厅70m²整租,万裕龙庭水岸江宁-江宁大学城,4000元/月
武夷路小区 宁海 琅琊路 赤壁路 地铁,万裕龙庭水岸江宁-江宁大学城,4300元/月
安国村 2室0厅54m²整租,万裕龙庭水岸江宁-江宁大学城,3900元/月
五岳国际公寓 1室0厅44.83m²整租,万裕龙庭水岸江宁-江宁大学城,2700元/月
五塘村 2室1厅69.15m²整租,万裕龙庭水岸江宁-江宁大学城,2500元/月
华荣大厦 2室1厅111m²整租,万裕龙庭水岸江宁-江宁大学城,10000元/月
长江路9号 长江路9号 珠江路 新街口 大行宫 广州路 地铁,万裕龙庭水岸江宁-江宁大学城,10000元/月
大石桥6号小区 2室1厅63m²整租,万裕龙庭水岸江宁-江宁大学城,4500元/月
管家桥小区 2室1厅47m²整租,万裕龙庭水岸江宁-江宁大学城,4000元/月
渊声巷小区 3室1厅72.66m²整租,万裕龙庭水岸江宁-江宁大学城,5000元/月
游府新村 2室1厅60m²整租,游府新村秦淮-新街口,4500元/月
东妙峰庵小区 2室1厅63m²整租,游府新村秦淮-新街口,3700元/月
世茂滨江新城 4室2厅269.4m²整租,游府新村秦淮-新街口,9000元/月
辰龙雅苑 1室1厅39.95m²整租,游府新村秦淮-新街口,3200元/月
虎丘路小区 2室1厅59.27m²整租,游府新村秦淮-新街口,3400元/月
中海凤凰熙岸玺荟 2室1厅88m²整租,游府新村秦淮-新街口,7200元/月
秦淮三条巷小区 1室0厅48.6m²整租,游府新村秦淮-新街口,3000元/月
萨家湾小区 萨家湾 三牌楼 新模范马路 鼓楼 南北 拎包住,游府新村秦淮-新街口,3500元/月
太平花园 4室1厅104m²整租,游府新村秦淮-新街口,4500元/月
苏宁乐瑰园 2室2厅81m²整租,游府新村秦淮-新街口,5000元/月
天目路小区 2室2厅58.72m²整租,游府新村秦淮-新街口,3500元/月
中南世纪雅苑 3室1厅93m²整租,游府新村秦淮-新街口,3500元/月
华隆新寓 2室2厅85m²整租,游府新村秦淮-新街口,4000元/月
南湖春晓.嘉怡苑 3室2厅143.7m²整租,游府新村秦淮-新街口,7200元/月
建康新村 2室1厅52m²整租,游府新村秦淮-新街口,4100元/月
定淮门大街小区 2室1厅62.38m²整租,游府新村秦淮-新街口,2700元/月
龙吟广场 1室0厅50m²整租,游府新村秦淮-新街口,3300元/月
兆园小区 2室1厅70.34m²整租,游府新村秦淮-新街口,3500元/月
中青园 3室2厅103.24m²整租,游府新村秦淮-新街口,4800元/月
御道街34号小区 1室1厅45m²整租,游府新村秦淮-新街口,2550元/月
百仕园 2室1厅70.73m²整租,游府新村秦淮-新街口,5600元/月
涵碧楼 整租1室2厅119m²整租 涵碧楼 五级酒店公寓 ,游府新村秦淮-新街口,13000元/月
天和园 3室1厅76m²整租,游府新村秦淮-新街口,4500元/月
辰龙雅苑 1室1厅42.03m²整租,游府新村秦淮-新街口,3000元/月
都市丽景家园 4室0厅106m²整租,游府新村秦淮-新街口,3500元/月
峨嵋公寓 高楼门 鼓楼 地铁 玄武湖 珠江路 新街口 ,游府新村秦淮-新街口,3700元/月
热河南路 2室1厅63.59m²整租,游府新村秦淮-新街口,3000元/月
电站村 2室1厅60m²整租,游府新村秦淮-新街口,3500元/月
朝天宫 3室1厅75m²整租,游府新村秦淮-新街口,4000元/月
毛家苑小区 2室0厅55m²整租,游府新村秦淮-新街口,2800元/月
双塘里 2室1厅50.87m²整租,双塘里秦淮-集庆路,4100元/月
大阳沟 2室1厅60.15m²整租,双塘里秦淮-集庆路,3900元/月
安泰小区 2室2厅62m²整租,双塘里秦淮-集庆路,3500元/月
凤凰西街112-124号小区 2室1厅70.26m²整租,双塘里秦淮-集庆路,3900元/月
万和尊邸 1室0厅40m²整租,双塘里秦淮-集庆路,3500元/月
察哈尔路六十七号小区 1室1厅41.8m²整租,双塘里秦淮-集庆路,2200元/月
真园 2室1厅54.5m²整租,双塘里秦淮-集庆路,2800元/月
萍聚村 2室1厅51.45m²整租,双塘里秦淮-集庆路,4000元/月
港宁园小区 3室2厅100m²整租,双塘里秦淮-集庆路,4300元/月
鼓教新村 3室1厅80m²整租,双塘里秦淮-集庆路,4000元/月
阅江广场 阅江广场 大拇指 大观天地 热河南路 电梯 ,双塘里秦淮-集庆路,2800元/月
白鹭花园莺歌苑 2室1厅63.62m²整租,双塘里秦淮-集庆路,3400元/月
祁家桥小区 1室0厅25m²整租,双塘里秦淮-集庆路,2600元/月
中海凯旋门 中海凯旋门 大桥南路 盐仓桥广场 天妃宫 ,双塘里秦淮-集庆路,5000元/月
华侨路小区 2室1厅52m²整租,双塘里秦淮-集庆路,3500元/月
集庆路小区 1室0厅40m²整租,双塘里秦淮-集庆路,2400元/月
致和新村 2室1厅60m²整租,双塘里秦淮-集庆路,3600元/月
金贸新寓 3室1厅97m²整租,双塘里秦淮-集庆路,5100元/月
三牌楼小区 1室1厅43m²整租,双塘里秦淮-集庆路,2200元/月
京隆国际公寓 1室1厅45m²整租,双塘里秦淮-集庆路,3500元/月
网巾市小区 2室1厅58.53m²整租,双塘里秦淮-集庆路,4200元/月
山阴路小区 2室0厅52.93m²整租,双塘里秦淮-集庆路,4200元/月
天目路小区 2室1厅50.37m²整租,双塘里秦淮-集庆路,4000元/月
中山路 2室1厅64m²整租,双塘里秦淮-集庆路,4200元/月
天福园 7室1厅235m²整租,双塘里秦淮-集庆路,10000元/月
堂子街小区 2室2厅98m²合租,双塘里秦淮-集庆路,1700元/月
万达西地 2室2厅81.19m²整租,双塘里秦淮-集庆路,5800元/月
精金花园(北区) 1室1厅10m²合租,双塘里秦淮-集庆路,1300元/月
天正天御溪岸 2室0厅40m²合租,双塘里秦淮-集庆路,1850元/月
凤凰西街140号 2室1厅99m²整租,双塘里秦淮-集庆路,3400元/月
锁金二村 2室1厅60.51m²整租,锁金二村玄武-锁金村,3200元/月
长白街小区 2室0厅47m²整租,锁金二村玄武-锁金村,3000元/月
华富园 2室2厅94m²整租,锁金二村玄武-锁金村,3700元/月
长白街小区 3室1厅60m²合租,锁金二村玄武-锁金村,1450元/月
